City,State,Latitude,Longitude,01_Avg,02_Avg,03_Avg,04_Avg,05_Avg,06_Avg,07_Avg,08_Avg,09_Avg,10_Avg,11_Avg,12_Avg,Jan_temp,Jan_precip,Jan_humid,Jan_cloud,Feb_temp,Feb_precip,Feb_humid,Feb_cloud,Mar_temp,Mar_precip,Mar_humid,Mar_cloud,Apr_temp,Apr_precip,Apr_humid,Apr_cloud,May_temp,May_precip,May_humid,May_cloud,Jun_temp,Jun_precip,Jun_humid,Jun_cloud,Jul_temp,Jul_precip,Jul_humid,Jul_cloud,Aug_temp,Aug_precip,Aug_humid,Aug_cloud,Sep_temp,Sep_precip,Sep_humid,Sep_cloud,Oct_temp,Oct_precip,Oct_humid,Oct_cloud,Nov_temp,Nov_precip,Nov_humid,Nov_cloud,Dec_temp,Dec_precip,Dec_humid,Dec_cloud,Region4,Region9,Population
Orland Park,Illinois,41.6303103,-87.8539425,92,65,103,116,140,160,152,151,125,132,119,92,25.4,1.8,77.86,59.2,31.1,2.8,75.7,53.0,36.5,2.6,67.77,49.2,48.0,4.1,66.42,49.3,60.5,6.0,71.1,53.7,70.3,5.0,67.69,46.3,75.3,7.3,68.91,38.9,72.7,5.3,70.9,42.6,68.9,3.1,72.34,39.8,53.8,7.3,73.03,52.4,36.9,2.3,74.5,54.0,31.7,1.3,75.19,53.9,Midwest,East North Central,58590
Tinley Park,Illinois,41.5731442,-87.7932939,90,66,104,109,157,166,138,135,118,125,100,88,25.6,1.7,79.11,65.9,31.7,3.1,76.76,62.3,36.6,3.0,69.42,56.5,48.3,4.1,67.59,53.9,60.7,6.6,72.67,56.7,70.4,5.4,69.73,49.0,75.0,7.6,70.83,40.5,72.4,5.4,71.92,44.3,68.6,3.8,73.14,42.5,53.5,6.8,74.25,56.7,36.7,2.3,75.67,59.7,31.4,1.3,76.2,59.2,Midwest,East North Central,57282
Berwyn,Illinois,41.8505874,-87.79366850000002,47,45,50,52,68,71,52,76,61,55,49,45,26.4,1.9,72.7,60.3,31.4,2.8,71.77,52.7,36.9,2.8,63.74,54.2,47.7,4.4,63.63,52.8,60.4,5.2,67.33,60.4,69.6,4.2,67.89,53.9,76.4,3.6,66.03,46.8,74.3,3.3,67.11,50.6,69.7,2.9,67.84,50.5,54.2,6.8,68.79,60.9,37.2,2.0,69.87,69.0,32.8,1.4,70.97,63.7,Midwest,East North Central,56758
Mount Prospect,Illinois,42.06641670000001,-87.9372908,53,47,64,78,103,113,97,89,78,81,69,58,25.4,1.9,72.95,63.2,31.3,2.3,69.72,57.5,36.3,2.4,63.66,54.8,47.7,4.7,62.78,55.6,60.0,6.4,67.12,56.0,69.8,5.9,66.93,48.5,75.7,4.7,66.72,38.0,73.1,4.1,68.33,44.1,69.1,4.1,69.16,45.6,53.9,6.7,69.86,56.4,37.0,1.9,69.88,65.2,31.8,1.7,70.61,58.8,Midwest,East North Central,54771
Normal,Illinois,40.514202600000004,-88.99063120000002,40,36,60,65,95,92,78,81,68,63,66,43,25.7,1.8,81.25,57.1,32.7,3.0,78.81,52.7,37.8,4.0,71.73,50.8,50.5,4.2,68.47,42.7,64.7,6.1,70.19,44.2,72.8,3.8,69.47,33.0,75.4,4.4,74.2,28.3,72.0,5.5,77.38,32.4,69.1,4.7,74.45,26.9,54.0,5.3,74.8,38.6,36.7,2.3,78.7,46.4,31.8,1.7,79.51,46.5,Midwest,East North Central,54664
Wheaton,Illinois,41.8661403,-88.1070127,51,53,85,95,117,141,117,110,81,84,85,62,24.2,1.9,77.29,59.0,30.4,2.2,73.63,53.6,36.3,2.4,65.63,52.9,47.9,4.3,65.19,51.9,60.7,6.8,69.94,53.4,70.4,4.2,68.89,45.0,75.0,4.2,69.33,35.1,72.0,4.1,71.93,40.7,68.1,3.6,71.94,40.4,52.9,6.6,72.87,52.6,35.5,1.8,74.76,59.6,30.3,1.5,76.12,54.4,Midwest,East North Central,53648
Hoffman Estates,Illinois,42.062991499999995,-88.1227199,58,53,70,86,97,111,106,97,79,88,75,61,24.9,1.9,74.51,62.7,30.9,2.3,70.84,57.6,36.4,2.4,63.94,56.1,47.9,4.6,63.28,56.4,60.4,6.7,67.9,56.7,70.1,5.2,67.45,49.1,75.4,4.3,67.56,38.7,72.7,3.9,69.6,44.6,68.8,3.9,70.04,45.2,53.5,6.6,70.8,55.5,36.3,1.9,71.62,64.5,31.2,1.6,72.73,57.9,Midwest,East North Central,52398
Downers Grove,Illinois,41.8089191,-88.01117459999998,72,63,100,112,143,142,142,137,103,102,90,95,25.1,2.0,74.63,68.1,31.3,2.6,71.13,65.1,36.8,2.6,63.53,63.8,48.4,4.5,62.72,65.5,61.0,6.5,67.42,65.4,70.8,4.5,66.75,58.9,75.9,3.7,66.69,49.6,73.2,3.7,68.85,54.2,69.1,3.6,69.17,52.8,53.7,6.8,70.52,62.3,36.5,1.9,71.8,71.0,31.4,1.5,73.25,65.4,Midwest,East North Central,49670
Elmhurst,Illinois,41.8994744,-87.9403418,51,53,67,85,105,116,104,97,79,69,74,59,25.5,2.2,73.82,72.7,31.6,2.9,70.23,70.2,36.8,2.7,62.89,68.3,48.3,4.8,61.59,71.7,60.7,6.6,65.96,70.5,70.6,5.0,65.23,65.2,76.1,4.1,64.78,56.0,73.5,4.2,67.06,60.2,69.4,3.9,68.25,59.0,53.9,6.8,69.68,66.4,36.9,2.0,70.45,75.6,31.8,1.7,71.74,70.5,Midwest,East North Central,45556
Glenview,Illinois,42.0778065,-87.8223368,58,44,76,92,108,123,116,117,81,88,78,72,25.5,1.8,72.48,57.9,31.0,2.2,70.14,49.9,36.1,2.3,64.21,47.4,47.3,4.7,63.66,47.4,59.7,6.3,67.5,50.4,69.3,6.1,67.95,42.4,75.6,4.9,67.16,32.3,73.1,4.0,68.34,38.3,69.2,4.1,68.91,42.3,54.1,6.6,69.55,54.9,37.2,1.9,69.38,63.6,31.9,1.7,69.98,56.8,Midwest,East North Central,45417
Lombard,Illinois,41.8800296,-88.0078435,60,55,86,102,119,121,117,112,86,95,81,77,25.0,2.1,74.84,69.0,31.2,2.7,71.21,65.8,36.8,2.6,63.44,64.8,48.2,4.6,62.52,67.1,60.8,6.7,67.05,66.6,70.6,4.5,66.3,60.5,75.8,3.8,66.13,51.3,73.1,4.0,68.48,55.8,69.0,3.7,69.16,54.5,53.6,6.8,70.57,63.1,36.4,1.9,71.85,72.0,31.3,1.6,73.33,66.5,Midwest,East North Central,43907
Moline,Illinois,41.5067003,-90.5151342,51,57,66,79,86,86,82,94,63,75,67,66,24.3,1.7,74.65,52.2,30.3,2.7,71.69,45.3,38.2,2.9,64.27,46.1,50.3,4.3,62.71,43.6,64.0,5.5,69.15,44.7,73.8,5.5,66.2,31.0,76.6,4.3,69.69,23.0,72.3,3.7,72.68,29.3,69.0,5.8,72.08,28.6,53.2,4.8,70.27,44.0,36.4,2.1,71.08,47.6,31.2,1.7,73.41,43.8,Midwest,East North Central,43116
Belleville,Illinois,38.520050399999995,-89.98399350000004,73,69,93,92,119,103,107,123,94,109,81,93,32.5,2.3,72.21,56.7,39.9,4.0,70.32,47.3,44.3,5.4,65.82,51.3,55.7,7.1,66.02,42.0,68.9,6.2,70.74,32.3,76.0,3.6,69.02,28.4,79.3,4.1,71.43,22.6,75.5,5.5,75.09,26.6,73.0,2.9,71.9,20.7,58.5,3.1,69.48,36.0,41.9,2.5,71.07,42.6,36.6,2.7,70.95,43.5,Midwest,East North Central,42895
Buffalo Grove,Illinois,42.1662831,-87.9631308,59,43,63,88,93,117,111,101,71,78,52,61,25.5,1.6,72.47,57.0,31.0,2.0,69.75,49.7,36.0,2.2,64.48,46.7,47.3,4.5,63.97,45.4,59.5,6.1,68.12,47.1,69.6,6.6,67.85,39.5,75.3,5.2,68.55,28.3,72.8,4.0,69.72,36.0,68.9,4.1,69.95,37.8,54.1,6.2,69.78,50.5,37.2,1.9,69.21,59.1,31.9,1.6,69.6,51.9,Midwest,East North Central,41778
Urbana,Illinois,40.1105875,-88.2072697,31,35,49,49,57,75,70,64,50,52,39,52,26.7,1.9,81.82,45.1,34.7,2.5,79.27,38.3,39.0,3.1,71.39,37.9,51.8,3.8,68.88,31.7,66.0,5.1,70.38,30.1,73.3,4.3,69.92,21.6,75.0,4.6,78.08,18.5,72.0,2.7,79.35,21.2,69.8,3.2,73.59,19.8,55.1,4.0,74.37,31.9,37.8,2.4,79.81,36.2,32.0,1.7,81.6,32.9,Midwest,East North Central,41752
Plainfield,Illinois,41.632222999999996,-88.2120315,136,135,153,172,214,247,240,224,183,186,173,128,25.0,1.7,81.71,58.2,31.2,2.5,79.02,54.8,36.9,2.8,70.59,48.5,48.7,3.9,68.43,44.4,61.7,7.1,73.55,47.9,71.0,5.5,70.71,39.4,74.9,8.8,72.81,28.0,71.7,7.5,75.41,34.4,68.1,4.6,76.29,32.3,53.0,7.2,76.79,49.8,36.2,2.0,78.69,48.9,31.0,1.7,79.91,50.6,Midwest,East North Central,41734
Bartlett,Illinois,41.9950276,-88.1856301,41,36,67,81,93,104,97,95,83,57,57,55,24.2,1.8,76.25,57.1,30.3,2.1,72.48,51.2,36.3,2.4,64.91,50.9,47.8,4.4,64.84,49.7,60.6,6.8,69.72,51.1,70.3,4.3,69.26,42.3,75.0,3.8,69.82,32.0,72.0,3.4,71.98,38.1,68.2,3.6,71.61,38.5,52.9,6.4,72.29,50.7,35.5,1.8,73.94,59.3,30.4,1.5,75.38,52.2,Midwest,East North Central,41679
Crystal Lake,Illinois,42.2411344,-88.3161965,52,60,83,82,116,131,119,96,96,91,79,72,24.8,1.8,74.53,60.7,30.9,2.2,70.87,55.1,36.3,2.4,64.15,53.5,47.8,4.5,63.63,53.2,60.3,6.6,68.35,53.8,70.1,5.3,67.98,45.6,75.3,4.3,68.22,34.9,72.6,3.8,70.14,41.2,68.7,3.9,70.37,42.2,53.4,6.5,70.95,53.3,36.2,1.8,71.75,62.2,31.2,1.6,72.79,55.3,Midwest,East North Central,40388
Carol Stream,Illinois,41.9125286,-88.1347927,35,30,45,58,75,81,70,60,56,49,41,39,24.1,1.8,76.44,57.0,30.3,2.1,72.65,51.0,36.3,2.4,64.97,51.0,47.9,4.4,64.94,49.7,60.6,6.8,69.82,51.2,70.3,4.2,69.34,42.3,74.9,3.7,69.93,32.0,72.0,3.4,72.12,38.1,68.2,3.5,71.71,38.4,52.9,6.4,72.42,50.7,35.5,1.7,74.17,59.2,30.3,1.5,75.65,52.1,Midwest,East North Central,40379
Streamwood,Illinois,42.02558270000001,-88.1784085,62,47,70,86,96,105,92,91,93,75,69,60,24.4,1.9,75.65,59.2,30.5,2.2,71.9,53.5,36.3,2.4,64.55,52.9,47.9,4.5,64.27,52.2,60.5,6.8,69.05,53.2,70.2,4.6,68.59,44.8,75.1,4.0,68.98,34.5,72.3,3.6,71.11,40.5,68.4,3.7,71.04,41.0,53.1,6.5,71.76,52.5,35.8,1.8,73.13,61.2,30.7,1.6,74.46,54.3,Midwest,East North Central,40351
Rock Island,Illinois,41.5094771,-90.57874759999999,41,48,53,58,68,71,60,60,65,67,57,64,24.1,1.6,74.9,51.8,30.1,2.6,72.04,45.0,38.0,2.8,64.58,45.8,50.1,4.2,63.01,43.4,63.8,5.6,69.23,44.8,73.6,5.5,66.36,30.9,76.3,4.2,70.16,23.0,72.0,3.6,73.19,29.1,68.7,5.8,72.46,28.7,53.0,4.8,70.51,43.9,36.1,2.1,71.44,47.7,31.0,1.6,73.69,43.6,Midwest,East North Central,38877
Park Ridge,Illinois,42.011141200000004,-87.8406192,51,45,66,85,87,93,70,95,67,64,60,48,25.4,2.2,73.46,64.0,30.9,2.7,71.23,56.8,36.3,2.5,63.87,55.7,47.4,4.9,62.99,58.3,60.0,6.6,66.41,61.4,69.6,5.2,66.4,55.0,75.8,4.4,65.17,46.6,73.2,4.1,66.97,50.7,69.3,3.9,68.03,53.6,54.1,7.0,69.64,64.0,37.1,2.0,70.17,72.7,31.6,1.8,71.3,67.4,Midwest,East North Central,37839
Addison,Illinois,41.931696,-87.9889556,33,25,45,45,53,54,62,57,54,49,51,41,25.0,2.2,74.59,70.3,31.2,2.8,70.84,66.8,36.6,2.6,63.22,65.6,48.0,4.9,62.07,68.6,60.5,6.9,66.38,67.5,70.4,5.0,65.61,61.9,75.8,4.2,65.27,52.6,73.1,4.3,67.73,57.1,69.0,4.0,68.94,56.3,53.6,6.9,70.31,63.9,36.5,2.0,71.28,73.2,31.4,1.8,72.64,67.7,Midwest,East North Central,37385
Houston,Texas,29.7604267,-95.3698028,2686,2759,3459,3516,4024,3863,3660,3504,3030,3230,2933,3388,55.2,2.1,66.22,32.4,62.5,2.7,79.05,43.4,67.0,1.9,65.72,28.2,69.8,0.5,64.57,23.4,78.7,2.6,70.15,36.2,82.6,5.4,73.33,38.8,85.1,6.2,69.43,27.5,85.2,12.0,71.32,29.5,82.1,9.4,73.64,31.7,73.1,4.6,69.82,31.3,62.8,1.5,70.21,38.9,58.2,3.9,66.35,42.2,South,West South Central,2195914
San Antonio,Texas,29.4241219,-98.4936282,1612,1633,2136,2105,2514,2411,2414,2417,2054,2122,1823,1896,53.5,1.1,61.76,47.1,60.3,2.4,70.04,60.9,65.5,2.2,64.29,57.5,69.8,2.1,64.52,46.4,77.8,2.6,67.6,53.1,83.3,4.0,66.29,45.9,85.8,1.2,60.7,34.2,86.0,2.5,60.81,36.5,81.4,5.4,68.11,47.4,70.7,3.7,66.97,48.8,60.5,0.9,69.1,50.1,53.9,2.2,66.34,45.5,South,West South Central,1409019
Dallas,Texas,32.7766642,-96.7969879,856,938,1266,1279,1441,1392,1375,1304,1154,1185,1032,1148,47.6,1.6,59.93,48.9,53.6,4.4,69.33,61.1,61.3,2.6,58.59,51.6,66.1,4.4,62.1,52.4,76.3,4.5,63.74,50.4,82.6,5.1,64.42,48.5,86.7,1.0,57.44,37.8,85.7,2.9,60.68,42.0,81.1,3.8,63.77,45.0,67.2,8.1,64.7,45.3,56.1,1.7,64.41,49.8,49.9,3.4,63.51,52.1,South,West South Central,1257676
Austin,Texas,30.267153000000004,-97.7430608,820,984,1247,1378,1624,1585,1518,1484,1138,1156,959,1132,51.7,2.7,63.02,47.3,58.0,1.4,71.72,64.1,64.3,2.5,63.38,55.3,68.6,3.0,64.77,48.3,76.9,5.1,68.6,52.4,82.8,3.3,67.62,45.3,86.1,1.5,60.28,29.8,86.2,4.3,60.7,34.6,80.9,3.4,67.7,46.3,69.6,5.3,66.71,45.4,59.5,1.0,67.89,48.9,52.7,3.7,66.9,44.7,South,West South Central,885400
Fort Worth,Texas,32.7554883,-97.3307658,1035,1067,1344,1437,1652,1548,1555,1524,1312,1297,1168,1219,47.1,1.6,58.45,32.6,53.2,3.6,67.04,48.3,60.8,2.2,58.34,35.1,65.8,3.8,62.82,37.4,76.3,3.2,64.01,35.3,82.9,3.4,63.78,32.3,86.1,1.6,57.94,20.5,84.9,4.1,62.24,26.7,79.7,4.4,66.66,34.9,66.3,6.6,64.77,36.0,55.9,1.2,63.93,37.0,49.1,2.9,64.08,41.1,South,West South Central,792727
El Paso,Texas,31.7618778,-106.4850217,500,458,605,622,726,657,658,686,542,618,521,511,46.7,0.4,40.39,30.4,54.0,0.4,35.24,33.6,61.8,0.1,26.71,34.2,69.6,0.1,20.99,29.6,76.3,0.2,19.25,25.0,85.6,1.0,24.62,28.1,84.7,2.0,37.87,40.3,83.8,1.4,41.02,38.4,78.7,1.4,42.58,32.1,66.4,1.3,44.07,28.1,55.8,0.6,42.94,30.6,47.0,0.6,50.01,30.7,South,West South Central,674433
Arlington,Texas,32.735687,-97.1080656,414,409,533,530,578,574,610,601,527,541,460,474,46.4,2.0,62.24,34.4,52.7,4.5,70.95,49.3,60.1,2.8,60.9,35.0,64.9,4.2,64.65,35.4,75.0,4.4,66.31,32.1,81.8,4.0,65.67,28.6,85.8,2.0,59.03,15.0,84.9,2.5,62.48,21.3,80.2,3.1,66.55,30.7,66.1,6.3,67.63,33.3,55.2,1.9,68.01,36.1,48.8,3.2,66.43,37.5,South,West South Central,379577
Corpus Christi,Texas,27.8005828,-97.396381,282,296,377,384,425,445,381,423,341,376,298,313,57.8,0.9,74.15,20.0,61.7,1.1,88.6,8.3,65.1,2.5,81.87,2.9,71.8,1.7,76.04,9.9,79.4,2.7,77.22,28.6,83.7,5.3,78.46,24.3,84.4,2.1,76.89,14.7,85.3,1.3,75.6,14.4,83.5,9.1,77.0,21.8,75.0,2.5,74.43,23.4,63.4,2.9,77.6,28.6,60.5,2.8,72.33,22.6,South,West South Central,316381
Plano,Texas,33.0198431,-96.6988856,246,276,362,378,449,447,428,395,324,341,289,307,46.3,1.8,62.82,44.3,52.5,4.1,71.28,56.4,60.0,2.3,60.99,44.7,65.0,3.8,64.63,46.5,75.4,3.9,65.93,44.3,81.6,4.7,66.73,42.2,85.6,1.6,60.47,29.5,84.6,3.1,63.58,34.5,80.1,4.4,66.18,39.7,66.3,7.1,66.24,39.4,55.2,1.8,65.78,42.6,48.6,3.8,65.89,45.9,South,West South Central,274409
Lubbock,Texas,33.5778631,-101.8551665,309,313,448,443,486,489,467,432,363,356,310,322,41.3,0.7,49.71,50.4,46.9,0.4,48.73,55.8,54.6,0.9,47.72,56.9,61.1,1.1,48.83,56.2,71.7,2.0,48.24,51.0,79.6,1.7,51.73,50.2,81.7,4.0,49.44,52.4,80.0,2.8,55.85,55.4,73.4,4.2,63.32,52.4,58.7,2.2,62.71,47.3,48.8,0.4,57.18,50.1,41.3,0.9,57.1,51.4,South,West South Central,239538
Garland,Texas,32.912624,-96.6388833,233,228,319,323,330,337,337,344,299,293,276,290,46.5,1.6,62.21,31.7,50.6,8.6,75.63,40.8,60.1,3.5,60.64,27.9,63.0,3.7,63.6,28.5,76.3,4.2,67.63,34.4,81.5,4.7,67.82,42.9,85.0,2.3,61.92,27.5,83.9,4.2,64.99,34.0,79.3,4.6,67.84,38.8,66.1,6.3,67.97,38.9,55.4,1.9,67.31,39.5,49.0,3.0,66.43,44.4,South,West South Central,234566
Irving,Texas,32.814017699999994,-96.9488945,127,143,188,180,218,217,192,212,164,187,153,186,47.6,2.0,59.47,57.4,53.7,5.2,68.36,70.3,61.6,2.7,57.85,61.2,66.3,4.1,61.31,59.8,76.5,4.7,62.79,58.5,82.8,4.9,63.57,56.9,86.8,1.4,56.7,49.2,85.7,3.7,60.12,52.3,81.3,4.5,63.12,51.3,67.4,7.9,63.61,51.5,56.4,1.5,63.54,59.7,49.7,3.4,63.26,61.0,South,West South Central,228653
Amarillo,Texas,35.2219971,-101.8312969,242,265,382,355,445,421,380,409,343,348,286,322,38.2,1.1,52.34,16.8,42.8,0.3,50.26,15.1,50.4,1.7,49.9,20.4,56.7,1.3,51.68,24.7,67.1,1.8,53.6,21.2,76.3,1.5,53.74,16.0,80.2,2.6,50.48,15.7,77.1,4.7,59.58,23.9,71.6,2.0,61.62,26.1,55.5,4.0,62.65,31.0,46.0,0.4,56.99,19.3,38.7,0.5,55.51,20.1,South,West South Central,196429
Grand Prairie,Texas,32.7459645,-96.9977846,173,155,228,199,245,238,234,241,197,225,197,192,46.7,1.9,61.55,31.4,52.8,3.9,71.12,46.1,60.2,2.6,60.47,31.4,65.0,4.9,64.46,32.0,75.0,4.9,66.09,28.6,81.7,4.7,65.65,24.5,85.7,1.6,58.54,10.8,84.8,2.0,61.79,17.2,80.2,2.7,65.67,28.0,66.2,7.0,66.79,31.2,55.4,1.9,67.04,32.2,49.0,3.1,65.1,35.9,South,West South Central,183372
Brownsville,Texas,25.9017472,-97.4974838,120,117,153,144,158,133,127,140,108,123,110,94,62.0,0.8,75.98,48.7,69.2,1.0,84.21,59.6,71.4,1.5,79.41,61.1,75.6,0.9,74.2,46.3,81.8,1.2,75.23,52.5,85.2,4.6,76.5,37.2,85.1,1.9,76.52,20.8,86.4,1.0,74.4,21.5,83.0,5.9,78.91,27.5,76.3,3.3,76.9,39.7,68.2,1.2,79.15,45.9,63.2,1.0,77.31,46.5,South,West South Central,181860
Pasadena,Texas,29.6910625,-95.2091006,98,104,138,139,140,126,156,134,117,136,105,126,54.9,3.9,69.68,42.3,61.9,3.1,81.47,40.1,65.4,3.6,71.32,36.4,69.8,2.3,70.73,33.3,78.1,5.9,71.61,44.4,82.6,5.8,74.31,45.5,84.6,4.0,71.56,39.0,84.8,15.6,72.94,41.4,81.8,7.8,73.63,42.7,72.7,4.5,70.56,35.7,62.1,1.8,73.97,45.4,57.7,3.9,68.76,46.7,South,West South Central,152735
McKinney,Texas,33.1983388,-96.6389342,235,257,327,338,418,393,388,392,297,316,272,261,44.7,1.8,67.07,34.9,51.3,3.8,75.44,49.1,58.3,2.3,66.32,35.0,63.3,3.6,70.69,37.4,73.9,3.6,71.72,32.5,80.3,4.7,72.47,29.9,84.1,2.1,67.06,15.3,83.0,3.9,69.66,21.5,78.6,4.2,71.72,31.5,64.8,6.0,71.15,33.4,53.6,1.9,69.79,35.2,47.1,3.8,69.57,35.6,South,West South Central,148559
Mesquite,Texas,32.7667955,-96.5991593,149,178,204,203,237,202,238,231,205,218,177,189,46.0,2.3,63.93,34.2,51.0,8.3,75.41,46.6,59.2,3.5,63.07,33.0,62.9,4.2,66.59,33.8,75.0,3.9,69.92,36.2,80.7,6.2,69.61,43.2,84.1,1.8,64.12,27.6,83.3,8.2,66.48,34.7,79.2,6.3,68.37,38.5,65.8,10.2,68.87,37.9,55.3,4.1,68.11,36.3,48.7,61.9,67.79,41.9,South,West South Central,143484
Killeen,Texas,31.1171194,-97.7277959,153,167,208,222,263,228,279,250,215,220,192,215,48.6,2.2,63.68,40.7,54.6,1.7,73.51,55.3,61.4,2.1,64.35,43.5,66.0,5.8,66.83,39.1,74.8,4.6,69.87,46.1,81.1,3.7,68.59,38.1,85.0,1.3,59.37,23.4,84.3,2.7,62.35,26.5,79.3,4.0,68.64,35.4,66.9,4.7,67.65,35.2,56.8,1.1,68.92,37.1,49.8,2.6,68.7,38.3,South,West South Central,137147
Frisco,Texas,33.1506744,-96.8236116,188,192,262,286,351,345,363,343,225,257,216,235,45.8,1.8,63.83,42.0,52.2,3.9,72.25,54.7,59.6,2.3,62.23,42.4,64.6,3.8,66.06,44.3,75.0,3.8,67.32,41.3,81.3,4.7,68.09,39.0,85.2,1.8,62.02,25.8,84.2,3.0,64.98,31.2,79.7,4.3,67.49,37.6,65.9,6.8,67.36,37.8,54.8,1.9,66.72,40.6,48.3,3.7,66.18,44.9,South,West South Central,136791
McAllen,Texas,26.203407100000003,-98.2300124,116,100,134,130,137,133,123,145,128,128,112,104,62.0,0.9,67.25,45.6,70.2,0.6,72.07,57.7,73.0,2.0,70.03,61.2,77.0,1.1,65.23,44.2,83.4,1.6,68.2,50.5,87.1,5.9,67.52,34.1,87.5,0.9,65.74,18.7,89.1,0.3,61.89,18.1,84.8,4.2,71.08,29.6,76.9,3.4,71.24,38.5,68.3,1.9,73.3,45.8,62.9,0.7,70.34,42.7,South,West South Central,136639
Waco,Texas,31.549333,-97.1466695,125,143,195,195,222,220,209,208,184,170,156,152,47.4,2.4,67.39,31.5,54.0,2.5,74.87,43.4,60.6,2.4,67.61,32.6,65.3,4.7,70.0,31.9,75.3,3.9,70.77,32.4,82.1,3.8,68.49,26.9,85.9,1.0,60.2,13.4,85.3,1.7,62.02,16.9,80.4,2.1,67.0,29.9,67.2,6.4,68.99,28.7,56.3,1.7,70.88,29.8,48.9,2.4,71.38,30.1,South,West South Central,129030
Carrollton,Texas,32.975641499999995,-96.8899636,116,123,181,191,205,193,210,200,167,164,145,161,47.3,1.9,60.15,50.6,53.3,5.2,68.7,61.9,61.1,2.7,57.84,52.0,65.9,3.8,61.43,53.5,76.3,4.3,62.78,53.9,82.4,4.8,63.71,52.4,86.5,1.4,56.82,41.0,85.4,3.6,60.31,44.6,81.0,4.4,63.02,46.3,67.1,7.8,63.4,44.4,56.1,1.4,63.42,48.8,49.5,3.5,63.37,52.9,South,West South Central,126700
Midland,Texas,31.9973456,-102.0779146,223,197,275,291,276,305,282,311,251,276,235,220,46.5,0.3,50.1,9.3,53.6,0.2,48.37,6.2,60.9,0.6,46.2,7.0,67.4,1.1,45.73,7.5,76.5,1.7,47.09,6.8,83.5,1.8,48.98,10.6,85.2,1.5,44.89,7.4,84.5,1.9,49.3,11.0,77.7,2.5,58.68,22.7,64.5,1.6,57.85,15.1,54.2,0.7,57.82,12.0,47.0,0.6,58.95,13.2,South,West South Central,123933
Denton,Texas,33.2148412,-97.1330683,102,128,155,168,194,189,206,202,152,170,132,153,44.3,1.4,63.93,32.1,51.0,3.7,70.98,45.6,58.5,2.1,62.54,33.9,63.8,4.0,66.87,36.0,74.3,4.4,67.64,32.3,81.0,4.5,67.59,27.6,85.1,1.1,61.0,16.5,83.6,4.4,65.54,22.0,78.6,2.4,69.64,33.0,64.6,5.4,67.83,32.9,53.3,1.0,67.33,34.8,46.5,2.6,67.85,36.5,South,West South Central,123099
Abilene,Texas,32.4487364,-99.7331439,142,164,223,211,254,252,247,239,203,178,166,154,44.6,1.0,56.1,21.2,50.0,2.5,61.76,27.3,58.5,1.2,57.07,19.9,64.1,3.7,57.93,24.5,73.4,10.8,62.04,26.3,80.8,4.1,61.41,20.1,83.9,1.2,54.1,15.3,83.2,2.1,56.4,20.3,77.1,3.8,64.54,30.8,63.8,5.0,61.06,27.8,53.2,1.2,62.77,24.1,46.2,4.8,62.77,29.0,South,West South Central,120099
Beaumont,Texas,30.080174,-94.1265562,123,117,152,162,158,165,159,158,135,144,138,135,53.6,6.2,71.0,47.7,63.5,1.8,78.76,60.5,65.1,4.3,71.41,52.2,68.9,2.8,72.28,44.0,76.9,7.6,73.59,45.1,81.0,12.9,77.28,43.1,82.6,7.8,76.74,29.5,82.4,29.4,78.19,32.8,79.7,14.8,77.73,29.2,71.6,6.1,75.52,36.1,61.3,4.6,76.37,40.8,55.6,4.9,76.3,48.8,South,West South Central,117796
Odessa,Texas,31.8456816,-102.3676431,113,120,158,165,171,173,184,172,153,155,137,140,45.3,0.4,48.57,17.9,52.5,0.2,46.49,16.3,59.7,0.8,45.29,12.8,66.3,1.5,44.48,13.0,75.3,2.3,46.57,16.8,82.7,1.9,48.49,13.2,84.0,2.2,44.92,10.7,83.3,2.0,50.12,13.4,76.6,2.8,58.77,29.4,63.5,1.5,57.72,27.1,53.2,0.8,56.66,16.8,46.0,0.7,57.61,19.6,South,West South Central,110720
Round Rock,Texas,30.508255100000003,-97.678896,182,207,271,282,322,331,318,319,248,226,202,246,50.2,2.6,64.04,34.9,56.9,1.9,74.0,60.5,63.3,3.2,65.91,32.7,65.8,3.1,67.59,25.3,76.1,4.4,72.75,38.9,82.1,3.7,70.19,33.5,85.1,2.5,62.9,18.9,85.2,3.0,62.68,27.3,79.1,6.1,72.84,44.4,67.9,6.4,71.95,43.3,57.9,1.1,69.45,40.2,51.3,3.8,68.57,42.0,South,West South Central,109821
Richardson,Texas,32.948333500000004,-96.7298519,97,95,130,146,162,163,174,163,132,131,115,134,47.4,1.8,59.96,52.6,53.5,5.2,68.58,63.8,61.3,2.7,57.75,54.4,66.2,3.9,61.08,55.4,76.5,4.6,62.42,55.4,82.6,4.9,63.37,54.0,86.7,1.2,56.55,43.4,85.6,3.7,60.02,46.8,81.2,4.5,62.84,47.8,67.4,8.0,63.32,46.3,56.3,1.5,63.31,51.6,49.7,3.6,63.51,55.1,South,West South Central,104475
